Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,UnderVotesPercent,TotalUnderVotes,TotalUnderVotesPercent,OverVotes,OverVotesPercent,TotalOverVotes,TotalOverVotesPercent,InvalidVotes,InvalidVotesPercent,TotalInvalidVotes,TotalInvalidVotesPercent,RejectedWriteInVotes,RejectedWriteInVotesPercent,TotalRejectedWriteInVotes,TotalRejectedWriteInVotesPercent,UnresolvedWriteInVotes,UnresolvedWriteInVotesPercent,TotalUnresolvedWriteInVotes,TotalUnresolvedWriteInVotesPercent
Council Member City of Saint Paul Ward Two 2nd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Sharon Anderson,,50,10.89%,54,10.49%,313,68.19%,346,67.18%,146,31.81%,169,32.82%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 2nd Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Lindsay Ferris Martin,,7,12.50%,55,10.68%,33,58.93%,346,67.18%,23,41.07%,169,32.82%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 2nd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Lindsay Ferris Martin,,48,10.46%,55,10.68%,313,68.19%,346,67.18%,146,31.81%,169,32.82%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Helen Meyers,,0,0.00%,28,5.44%,7,12.50%,196,38.06%,49,87.50%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Helen Meyers,,28,6.10%,28,5.44%,189,41.18%,196,38.06%,270,58.82%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Rebecca Noecker,,4,7.14%,57,11.07%,7,12.50%,196,38.06%,49,87.50%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Rebecca Noecker,,53,11.55%,57,11.07%,189,41.18%,196,38.06%,270,58.82%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Bill Hosko,,2,3.57%,64,12.43%,7,12.50%,196,38.06%,49,87.50%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Bill Hosko,,62,13.51%,64,12.43%,189,41.18%,196,38.06%,270,58.82%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Sharon Anderson,,0,0.00%,26,5.05%,7,12.50%,196,38.06%,49,87.50%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Sharon Anderson,,26,5.66%,26,5.05%,189,41.18%,196,38.06%,270,58.82%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Lindsay Ferris Martin,,1,1.79%,21,4.08%,7,12.50%,196,38.06%,49,87.50%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 5th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Lindsay Ferris Martin,,20,4.36%,21,4.08%,189,41.18%,196,38.06%,270,58.82%,319,61.94%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Helen Meyers,,3,5.36%,44,8.54%,18,32.14%,273,53.01%,38,67.86%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Helen Meyers,,41,8.93%,44,8.54%,255,55.56%,273,53.01%,204,44.44%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Rebecca Noecker,,4,7.14%,73,14.17%,18,32.14%,273,53.01%,38,67.86%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Rebecca Noecker,,69,15.03%,73,14.17%,255,55.56%,273,53.01%,204,44.44%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Bill Hosko,,7,12.50%,72,13.98%,18,32.14%,273,53.01%,38,67.86%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Bill Hosko,,65,14.16%,72,13.98%,255,55.56%,273,53.01%,204,44.44%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Sharon Anderson,,2,3.57%,39,7.57%,18,32.14%,273,53.01%,38,67.86%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Sharon Anderson,,37,8.06%,39,7.57%,255,55.56%,273,53.01%,204,44.44%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Lindsay Ferris Martin,,2,3.57%,45,8.74%,18,32.14%,273,53.01%,38,67.86%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 3rd Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Lindsay Ferris Martin,,43,9.37%,45,8.74%,255,55.56%,273,53.01%,204,44.44%,242,46.99%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Helen Meyers,,0,0.00%,11,2.14%,7,12.50%,151,29.32%,49,87.50%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Helen Meyers,,11,2.40%,11,2.14%,144,31.37%,151,29.32%,315,68.63%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Rebecca Noecker,,4,7.14%,55,10.68%,7,12.50%,151,29.32%,49,87.50%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Rebecca Noecker,,51,11.11%,55,10.68%,144,31.37%,151,29.32%,315,68.63%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Bill Hosko,,3,5.36%,57,11.07%,7,12.50%,151,29.32%,49,87.50%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Bill Hosko,,54,11.76%,57,11.07%,144,31.37%,151,29.32%,315,68.63%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Sharon Anderson,,0,0.00%,13,2.52%,7,12.50%,151,29.32%,49,87.50%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Sharon Anderson,,13,2.83%,13,2.52%,144,31.37%,151,29.32%,315,68.63%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Absentee Voting,Lindsay Ferris Martin,,0,0.00%,15,2.91%,7,12.50%,151,29.32%,49,87.50%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Two 6th Choice - Select One,Saint Paul W-2 P-15,Election Day Voting,Lindsay Ferris Martin,,15,3.27%,15,2.91%,144,31.37%,151,29.32%,315,68.63%,364,70.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-2 P-15,Absentee Voting,Yes,,31,55.36%,247,47.96%,54,96.43%,492,95.53%,2,3.57%,23,4.47%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-2 P-15,Election Day Voting,Yes,,216,47.06%,247,47.96%,438,95.42%,492,95.53%,21,4.58%,23,4.47%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-2 P-15,Absentee Voting,No,,23,41.07%,245,47.57%,54,96.43%,492,95.53%,2,3.57%,23,4.47%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-2 P-15,Election Day Voting,No,,222,48.37%,245,47.57%,438,95.42%,492,95.53%,21,4.58%,23,4.47%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Charlie Castro,,10,4.46%,144,6.99%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Charlie Castro,,134,7.30%,144,6.99%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Omar Syed,,11,4.91%,94,4.56%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Omar Syed,,83,4.52%,94,4.56%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Jennifer McPherson,,16,7.14%,91,4.42%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Jennifer McPherson,,75,4.08%,91,4.42%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Elijah Norris-Holliday,,0,0.00%,36,1.75%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Elijah Norris-Holliday,,36,1.96%,36,1.75%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Jessica Kopp,,18,8.04%,148,7.18%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Jessica Kopp,,130,7.08%,148,7.18%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Tiffany Fearing,,10,4.46%,110,5.34%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Tiffany Fearing,,100,5.45%,110,5.34%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Steve Marchese,,21,9.38%,172,8.35%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Steve Marchese,,151,8.22%,172,8.35%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Zuki Ellis,,15,6.70%,168,8.16%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Zuki Ellis,,153,8.33%,168,8.16%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Ryan Williams,,10,4.46%,73,3.54%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Ryan Williams,,63,3.43%,73,3.54%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Absentee Voting,Chauntyll Allen,,16,7.14%,157,7.62%,127,56.70%,1193,57.91%,97,43.30%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-2 P-15,Election Day Voting,Chauntyll Allen,,141,7.68%,157,7.62%,1066,58.06%,1193,57.91%,770,41.94%,867,42.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 1st Choice - Select One,Saint Paul W-3 P-01,Absentee Voting,Patricia J. Hartmann,,45,40.18%,476,42.61%,111,99.11%,1089,97.49%,1,0.89%,28,2.51%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 1st Choice - Select One,Saint Paul W-3 P-01,Election Day Voting,Patricia J. Hartmann,,431,42.89%,476,42.61%,978,97.31%,1089,97.49%,27,2.69%,28,2.51%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 1st Choice - Select One,Saint Paul W-3 P-01,Absentee Voting,Chris Tolbert,,66,58.93%,613,54.88%,111,99.11%,1089,97.49%,1,0.89%,28,2.51%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 1st Choice - Select One,Saint Paul W-3 P-01,Election Day Voting,Chris Tolbert,,547,54.43%,613,54.88%,978,97.31%,1089,97.49%,27,2.69%,28,2.51%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 2nd Choice - Select One,Saint Paul W-3 P-01,Absentee Voting,Patricia J. Hartmann,,22,19.64%,316,28.29%,42,37.50%,663,59.36%,70,62.50%,454,40.64%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 2nd Choice - Select One,Saint Paul W-3 P-01,Election Day Voting,Patricia J. Hartmann,,294,29.25%,316,28.29%,621,61.79%,663,59.36%,384,38.21%,454,40.64%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 2nd Choice - Select One,Saint Paul W-3 P-01,Absentee Voting,Chris Tolbert,,20,17.86%,347,31.07%,42,37.50%,663,59.36%,70,62.50%,454,40.64%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 2nd Choice - Select One,Saint Paul W-3 P-01,Election Day Voting,Chris Tolbert,,327,32.54%,347,31.07%,621,61.79%,663,59.36%,384,38.21%,454,40.64%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 3rd Choice - Select One,Saint Paul W-3 P-01,Absentee Voting,Patricia J. Hartmann,,13,11.61%,247,22.11%,28,25.00%,535,47.90%,84,75.00%,582,52.10%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 3rd Choice - Select One,Saint Paul W-3 P-01,Election Day Voting,Patricia J. Hartmann,,234,23.28%,247,22.11%,507,50.45%,535,47.90%,498,49.55%,582,52.10%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 3rd Choice - Select One,Saint Paul W-3 P-01,Absentee Voting,Chris Tolbert,,15,13.39%,288,25.78%,28,25.00%,535,47.90%,84,75.00%,582,52.10%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Three 3rd Choice - Select One,Saint Paul W-3 P-01,Election Day Voting,Chris Tolbert,,273,27.16%,288,25.78%,507,50.45%,535,47.90%,498,49.55%,582,52.10%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-3 P-01,Absentee Voting,Yes,,80,71.43%,742,66.43%,112,100.00%,1105,98.93%,0,0.00%,12,1.07%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-3 P-01,Election Day Voting,Yes,,662,65.87%,742,66.43%,993,98.81%,1105,98.93%,12,1.19%,12,1.07%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-3 P-01,Absentee Voting,No,,32,28.57%,363,32.50%,112,100.00%,1105,98.93%,0,0.00%,12,1.07%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
City Question 1,Saint Paul W-3 P-01,Election Day Voting,No,,331,32.94%,363,32.50%,993,98.81%,1105,98.93%,12,1.19%,12,1.07%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Absentee Voting,Charlie Castro,,21,4.69%,267,5.98%,285,63.62%,2760,61.77%,163,36.38%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Election Day Voting,Charlie Castro,,246,6.12%,267,5.98%,2475,61.57%,2760,61.77%,1545,38.43%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Absentee Voting,Omar Syed,,18,4.02%,174,3.89%,285,63.62%,2760,61.77%,163,36.38%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Election Day Voting,Omar Syed,,156,3.88%,174,3.89%,2475,61.57%,2760,61.77%,1545,38.43%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Absentee Voting,Jennifer McPherson,,18,4.02%,178,3.98%,285,63.62%,2760,61.77%,163,36.38%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Election Day Voting,Jennifer McPherson,,160,3.98%,178,3.98%,2475,61.57%,2760,61.77%,1545,38.43%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Absentee Voting,Elijah Norris-Holliday,,4,0.89%,54,1.21%,285,63.62%,2760,61.77%,163,36.38%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Election Day Voting,Elijah Norris-Holliday,,50,1.24%,54,1.21%,2475,61.57%,2760,61.77%,1545,38.43%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Absentee Voting,Jessica Kopp,,39,8.71%,402,9.00%,285,63.62%,2760,61.77%,163,36.38%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Election Day Voting,Jessica Kopp,,363,9.03%,402,9.00%,2475,61.57%,2760,61.77%,1545,38.43%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Absentee Voting,Tiffany Fearing,,12,2.68%,144,3.22%,285,63.62%,2760,61.77%,163,36.38%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-3 P-01,Election Day Voting,Tiffany Fearing,,132,3.28%,144,3.22%,2475,61.57%,2760,61.77%,1545,38.43%,1708,38.23%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
